CATEGORIANIIF;MONEDA;CARTERA;EMISOR;NEMOEMISOR;NEMOTECNICO;ISIN;COMPRA;VENCIMIENTO;MONTOFACIAL;REFERENCIA;CODINVENTARIO;CALIFICADORASUGEF;CALIFICACIONSUGEF;MOODYS;S&P;FITCH CRI;FITCH INTER.;SCRC;VMKTCRC
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;08/29/2019;04/28/2021;500000000.00;TV2524-1;10761;S&P INTER.;B;B2;B;;B+;;530646460.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;08/29/2019;04/28/2021;1000000000.00;TV2525-1;10762;S&P INTER.;B;B2;B;;B+;;1061292920.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;09/17/2019;04/28/2021;4000000000.00;TV2564-1;10980;S&P INTER.;B;B2;B;;B+;;4245171680.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;09/18/2019;04/28/2021;1000000000.00;TV2571-1;11017;S&P INTER.;B;B2;B;;B+;;1061292920.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;09/24/2019;04/28/2021;277400000.00;TV2589-1;11155;S&P INTER.;B;B2;B;;B+;;294402656.010000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;09/24/2019;04/28/2021;1000000000.00;TV2590-1;11156;S&P INTER.;B;B2;B;;B+;;1061292920.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;10/02/2019;04/28/2021;1500000000.00;TV2602-1;11234;S&P INTER.;B;B2;B;;B+;;1591939380.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;10/04/2019;04/28/2021;1900000000.00;TV2605-1;11263;S&P INTER.;B;B2;B;;B+;;2016456548.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;10/21/2019;04/28/2021;441000000.00;TV2674-1;11437;S&P INTER.;B;B2;B;;B+;;468030177.720000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;11/13/2019;04/28/2021;355000000.00;TV2751-1;11600;S&P INTER.;B;B2;B;;B+;;376758986.600000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5004;11/14/2019;04/28/2021;76600000.00;TV2769-1;11627;S&P INTER.;B;B2;B;;B+;;81295037.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5038;09/03/2019;10/27/2021;282500000.00;TV2526-1;10792;S&P INTER.;B;B2;B;;B+;;303683994.490000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5079;05/14/2020;01/12/2022;997000000.00;TV3520-1;12981;S&P INTER.;B;B2;B;;B+;;1103773912.180000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bem;CRBCCR0B5079;05/14/2020;01/12/2022;6000000000.00;TV3521-1;12982;S&P INTER.;B;B2;B;;B+;;6642571186.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;BANCO CENTRAL DE COSTA RICA;BCCR;bemv;CRBCCR0B3207;01/17/2011;09/22/2021;328000000.00;TV9-1;301;S&P INTER.;B;B2;B;;B+;;333118604.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B18I5;07/22/2019;07/19/2023;4034150000.00;TV2415-1;10451;S&P INTER.;B;B2;B;;B+;;4423445475.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B18I5;07/22/2019;07/19/2023;5000000000.00;TV2414-1;10450;S&P INTER.;B;B2;B;;B+;;5482500000.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B18I5;11/27/2019;07/19/2023;150000000.00;TV2842-1;11777;S&P INTER.;B;B2;B;;B+;;164475000.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B18I5;11/27/2019;07/19/2023;248750000.00;TV2839-1;11774;S&P INTER.;B;B2;B;;B+;;272754375.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B18I5;11/27/2019;07/19/2023;280000000.00;TV2844-1;11779;S&P INTER.;B;B2;B;;B+;;307020000.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B18I5;12/09/2019;07/19/2023;214750000.00;TV2919-1;11874;S&P INTER.;B;B2;B;;B+;;235473375.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B18I5;12/16/2019;07/19/2023;1000000000.00;TV2976-1;11944;S&P INTER.;B;B2;B;;B+;;1096500000.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B18I5;02/13/2020;07/19/2023;980000000.00;TV3182-1;12311;S&P INTER.;B;B2;B;;B+;;1074570000.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B18I5;03/04/2020;07/19/2023;2081000000.00;TV3291-1;12517;S&P INTER.;B;B2;B;;B+;;2281816500.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B18I5;06/23/2020;07/19/2023;290000000.00;TV3691-1;13185;S&P INTER.;B;B2;B;;B+;;317985000.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B18I5;06/23/2020;07/19/2023;570150000.00;TV3692-1;13186;S&P INTER.;B;B2;B;;B+;;625169475.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B19I3;03/17/2020;07/21/2021;1000000000.00;TV3343-1;12637;S&P INTER.;B;B2;B;;B+;;1075392336.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B25H2;06/17/2020;09/22/2021;78000000.00;TV3675-1;13147;S&P INTER.;B;B2;B;;B+;;83519924.280000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B25I0 ;03/19/2020;03/24/2021;2000000000.00;TV3364-1;12682;S&P INTER.;B;B2;B;;B+;;2132742668.890000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B25I0 ;03/20/2020;03/24/2021;4000000000.00;TV3374-1;12704;S&P INTER.;B;B2;B;;B+;;4265485337.780000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B25I0 ;03/20/2020;03/24/2021;4000000000.00;TV3375-1;12705;S&P INTER.;B;B2;B;;B+;;4265485337.780000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B36I7;11/29/2018;11/29/2021;35390000000.00;TV1878-1;8125;S&P INTER.;B;B2;B;;B+;;38347207274.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B41I7;06/26/2019;07/27/2022;15000000000.00;TV2363-1;10219;S&P INTER.;B;B2;B;;B+;;16712528333.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B41I7;06/26/2019;07/27/2022;15000000000.00;TV2364-1;10220;S&P INTER.;B;B2;B;;B+;;16712528333.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B41I7;06/26/2019;07/27/2022;15000000000.00;TV2365-1;10221;S&P INTER.;B;B2;B;;B+;;16712528333.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B41I7;06/26/2019;07/27/2022;20000000000.00;TV2366-1;10222;S&P INTER.;B;B2;B;;B+;;22283371111.110000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B41I7;07/15/2019;07/27/2022;690000000.00;TV2393-1;10370;S&P INTER.;B;B2;B;;B+;;768776303.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B41I7;08/09/2019;07/27/2022;1002000000.00;TV2473-1;10589;S&P INTER.;B;B2;B;;B+;;1116396892.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B45H0;08/21/2019;09/27/2023;721000000.00;TV2490-1;10653;S&P INTER.;B;B2;B;;B+;;778335522.220000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B45H0;12/12/2019;09/27/2023;59200000.00;TV2960-1;11921;S&P INTER.;B;B2;B;;B+;;63907715.560000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B45H0;02/12/2020;09/27/2023;900000000.00;TV3175-1;12299;S&P INTER.;B;B2;B;;B+;;971570000.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B45H0;03/03/2020;09/27/2023;2117450000.00;TV3285-1;12507;S&P INTER.;B;B2;B;;B+;;2285834329.440000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B45H0;03/17/2020;09/27/2023;2000000000.00;TV3342-1;12636;S&P INTER.;B;B2;B;;B+;;2159044444.440000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B45H0;06/29/2020;09/27/2023;642000000.00;TV3716-1;13223;S&P INTER.;B;B2;B;;B+;;693053266.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B57H5;01/23/2020;12/22/2021;75000.00;TV3118-1;12183;S&P INTER.;B;B2;B;;B+;;76468.690000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B57H5;06/17/2020;12/22/2021;19000000.00;TV3674-1;13146;S&P INTER.;B;B2;B;;B+;;19372067.500000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B57H5;06/26/2020;12/22/2021;100000000.00;TV3712-1;13217;S&P INTER.;B;B2;B;;B+;;101958250.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59G3;01/31/2020;12/23/2020;6500000.00;TV3147-1;12241;S&P INTER.;B;B2;B;;B+;;6683216.700000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;10/09/2019;02/22/2023;3000000000.00;TV2618-1;11299;S&P INTER.;B;B2;B;;B+;;3249415960.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;10/17/2019;02/22/2023;1252400000.00;TV2659-1;11405;S&P INTER.;B;B2;B;;B+;;1356522849.440000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;12/18/2019;02/22/2023;1000000000.00;TV3010-1;11979;S&P INTER.;B;B2;B;;B+;;1083138653.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;12/20/2019;02/22/2023;1000000000.00;TV3038-1;12017;S&P INTER.;B;B2;B;;B+;;1083138653.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;12/20/2019;02/22/2023;1000000000.00;TV3040-1;12019;S&P INTER.;B;B2;B;;B+;;1083138653.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;12/20/2019;02/22/2023;1000000000.00;TV3042-1;12021;S&P INTER.;B;B2;B;;B+;;1083138653.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;12/23/2019;02/22/2023;5000000000.00;TV3053-1;12029;S&P INTER.;B;B2;B;;B+;;5415693266.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/11/2020;02/22/2023;1000000000.00;TV3172-1;12290;S&P INTER.;B;B2;B;;B+;;1083138653.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/19/2020;02/22/2023;49000000.00;TV3208-1;12370;S&P INTER.;B;B2;B;;B+;;53073794.010000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/19/2020;02/22/2023;3000000000.00;TV3206-1;12368;S&P INTER.;B;B2;B;;B+;;3249415960.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/20/2020;02/22/2023;500000000.00;TV3218-1;12387;S&P INTER.;B;B2;B;;B+;;541569326.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;02/20/2020;02/22/2023;1500000000.00;TV3219-1;12388;S&P INTER.;B;B2;B;;B+;;1624707980.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;03/11/2020;02/22/2023;2000000000.00;TV3326-1;12580;S&P INTER.;B;B2;B;;B+;;2166277306.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;03/13/2020;02/22/2023;150000000.00;TV3334-1;12599;S&P INTER.;B;B2;B;;B+;;162470798.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;03/16/2020;02/22/2023;37600000.00;TV3339-1;12612;S&P INTER.;B;B2;B;;B+;;40726013.360000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;03/18/2020;02/22/2023;1000000000.00;TV3355-1;12659;S&P INTER.;B;B2;B;;B+;;1083138653.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;03/18/2020;02/22/2023;1500000000.00;TV3354-1;12658;S&P INTER.;B;B2;B;;B+;;1624707980.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;03/19/2020;02/22/2023;247600000.00;TV3366-1;12684;S&P INTER.;B;B2;B;;B+;;268185130.560000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B59I9;06/24/2020;02/22/2023;5000000000.00;TV3697-1;13195;S&P INTER.;B;B2;B;;B+;;5415693266.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B73G4;07/11/2019;06/29/2022;914000000.00;TV2378-1;10340;S&P INTER.;B;B2;B;;B+;;965274393.580000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B73G4;02/27/2020;06/29/2022;15000000.00;TV3270-1;12479;S&P INTER.;B;B2;B;;B+;;15841483.480000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B73G4;03/16/2020;06/29/2022;80000000.00;TV3338-1;12611;S&P INTER.;B;B2;B;;B+;;84487911.910000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B73G4;03/18/2020;06/29/2022;400000000.00;TV3351-1;12656;S&P INTER.;B;B2;B;;B+;;422439559.560000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B73G4;06/19/2020;06/29/2022;76500000.00;TV3679-1;13158;S&P INTER.;B;B2;B;;B+;;80791565.770000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B73G4;06/25/2020;06/29/2022;20000000.00;TV3706-1;13210;S&P INTER.;B;B2;B;;B+;;21121977.980000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B80H7;09/11/2019;09/21/2022;1225000000.00;TV2553-1;10869;S&P INTER.;B;B2;B;;B+;;1296551335.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B80H7;10/10/2019;09/21/2022;500000000.00;TV2621-1;11307;S&P INTER.;B;B2;B;;B+;;529204626.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B80H7;01/23/2020;09/21/2022;250000000.00;TV3120-1;12185;S&P INTER.;B;B2;B;;B+;;264602313.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B80H7;03/13/2020;09/21/2022;400000000.00;TV3335-1;12600;S&P INTER.;B;B2;B;;B+;;423363701.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;08/21/2019;12/21/2022;500000000.00;TV2494-1;10657;S&P INTER.;B;B2;B;;B+;;551564012.220000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;08/22/2019;12/21/2022;1000000000.00;TV2498-1;10677;S&P INTER.;B;B2;B;;B+;;1103128024.440000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;08/26/2019;12/21/2022;2000000000.00;TV2510-1;10709;S&P INTER.;B;B2;B;;B+;;2206256048.890000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;08/27/2019;12/21/2022;2000000000.00;TV2513-1;10726;S&P INTER.;B;B2;B;;B+;;2206256048.890000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;09/17/2019;12/21/2022;1652300000.00;TV2565-1;10981;S&P INTER.;B;B2;B;;B+;;1822698434.790000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;11/26/2019;12/21/2022;54000000.00;TV2834-1;11769;S&P INTER.;B;B2;B;;B+;;59568913.320000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;11/28/2019;12/21/2022;50000000.00;TV2854-1;11792;S&P INTER.;B;B2;B;;B+;;55156401.220000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;11/28/2019;12/21/2022;225000000.00;TV2852-1;11790;S&P INTER.;B;B2;B;;B+;;248203805.500000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;12/09/2019;12/21/2022;500000000.00;TV2918-1;11873;S&P INTER.;B;B2;B;;B+;;551564012.220000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;01/24/2020;12/21/2022;20500000.00;TV3123-1;12192;S&P INTER.;B;B2;B;;B+;;22614124.500000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;01/30/2020;12/21/2022;58000000.00;TV3143-1;12234;S&P INTER.;B;B2;B;;B+;;63981425.420000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;02/06/2020;12/21/2022;1000000000.00;TV3152-1;12265;S&P INTER.;B;B2;B;;B+;;1103128024.440000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;02/11/2020;12/21/2022;200000000.00;TV3167-1;12285;S&P INTER.;B;B2;B;;B+;;220625604.890000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;02/13/2020;12/21/2022;9000000.00;TV3183-1;12312;S&P INTER.;B;B2;B;;B+;;9928152.220000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;02/17/2020;12/21/2022;1000000000.00;TV3191-1;12346;S&P INTER.;B;B2;B;;B+;;1103128024.440000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;02/19/2020;12/21/2022;44000000.00;TV3203-1;12366;S&P INTER.;B;B2;B;;B+;;48537633.080000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;02/21/2020;12/21/2022;1000000000.00;TV3231-1;12410;S&P INTER.;B;B2;B;;B+;;1103128024.440000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;03/03/2020;12/21/2022;479500000.00;TV3289-1;12510;S&P INTER.;B;B2;B;;B+;;528949887.720000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;03/19/2020;12/21/2022;487000000.00;TV3360-1;12678;S&P INTER.;B;B2;B;;B+;;537223347.900000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93G2;03/19/2020;12/21/2022;750000000.00;TV3359-1;12677;S&P INTER.;B;B2;B;;B+;;827346018.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93H0;03/16/2020;09/23/2020;8000000000.00;TV3340-1;12613;S&P INTER.;B;B2;B;;B+;;8284320000.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B93H0;03/20/2020;09/23/2020;2000000000.00;TV3376-1;12706;S&P INTER.;B;B2;B;;B+;;2071080000.000000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;09/20/2019;06/28/2023;5000000000.00;TV2583-1;11098;S&P INTER.;B;B2;B;;B+;;5406180866.670000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;10/09/2019;06/28/2023;1996000000.00;TV2617-1;11298;S&P INTER.;B;B2;B;;B+;;2158147401.970000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;02/13/2020;06/28/2023;859000000.00;TV3180-1;12309;S&P INTER.;B;B2;B;;B+;;928781872.890000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;02/27/2020;06/28/2023;285000000.00;TV3271-1;12480;S&P INTER.;B;B2;B;;B+;;308152309.400000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;06/24/2020;06/28/2023;536000000.00;TV3702-1;13199;S&P INTER.;B;B2;B;;B+;;579542588.910000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;06/25/2020;06/28/2023;276000000.00;TV3708-1;13212;S&P INTER.;B;B2;B;;B+;;298421183.840000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;06/25/2020;06/28/2023;400000000.00;TV3707-1;13211;S&P INTER.;B;B2;B;;B+;;432494469.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;06/29/2020;06/28/2023;289000000.00;TV3714-1;13221;S&P INTER.;B;B2;B;;B+;;312477254.090000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;06/29/2020;06/28/2023;1000000000.00;TV3713-1;13220;S&P INTER.;B;B2;B;;B+;;1081236173.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp;CRG0000B96G5;06/30/2020;06/28/2023;25000000.00;TV3718-1;13226;S&P INTER.;B;B2;B;;B+;;27030904.330000
VR CON CAMBIO EN ORI;CRC;BNCR AFECTACION ORI;GOBIERNO DE COSTA RICA;G;tp0;CRG0000C71I2;03/18/2020;02/15/2021;10000000000.00;TV3348-1;12653;S&P INTER.;B;;B;;B;;9763566800.000000
